	species	Day 	Air_temp	Water_temp	Salinity	NH4	Silicate	PO4	NO2_NO3	Tidal_height			
971	syn_17	257	21.3	16.2	34	0.20511208	5.66787229	NA	8.75177184	0.43			
972	syn_17	258	21.3	16.2	34	0.20511208	5.66787229	NA	8.75177184	0.43			
973	syn_17	259	19.7	15.4	35	1.41213507	8.60383916	0.21881931	1.64276403	1.021			
974	syn_17	260	15.8	15	NA	0.645455514	8.220016333	0.188656596	3.358025986	1.842			
975	syn_17	261	18.4	16.5	34	0.084449949	4.182439674	0.102966376	3.360362375	1.776			
976	syn_17	262	19.3	16	34	0.516553675	5.138416332	0.116435804	0.92503873	2.504			
977	syn_17	263	17	16.5	34	NA	2.47836526	NA	NA	2.902			
978	syn_17	264	16.8	16.3	35	NA	4.55118337	NA	0.80323694	2.907			
979	syn_17	265	24.5	16.1	34	0.12065417	5.68874843	NA	0.9802817	2.61			
980	syn_17	266	21.8	16.8	34	0.10839159	5.75379553	0.2120795	2.4233697	2.512			
981	syn_17	267	23	15.8	35	0.103145444	3.432459875	0.081593557	0.369492772	2.636			
982	syn_17	268	24.5	15.4	34	NA	388.553.437	0.1362162	1.380.458.067	2.506			
983	syn_17	269	19.5	15.6	34	NA	368.516.943	NA	0.39649923	1.56			
984	syn_17	270	16	16.1	34	NA	192.760.767	NA	0.64420558	1.417			
985	syn_17	271	23.5	16.1	34	NA	308.472.192	0.06192189	0.2512548	1.629			
986	syn_17	272	23.4	15.8	NA	0.64088392	314.520.666	0.08225597	0.20502392	0.859			
987	syn_17	273	20.5	16.6	34	NA	491.676.702	NA	398.961.658	0.7			
988	syn_17	274	24	13.6	34	NA	929.448.892	0.35865647	479.394.157	0.767			
989	syn_17	275	16.5	15	37	0.45541467	747.316.924	NA	340.940.811	0.687			
990	syn_17	276	12.8	14.8	35	NA	560.788.915	0.22233358	194.980.151	1.902			
991	syn_17	277	13.3	14.2	34	NA	335.568.200	NA	NA	2.096			
992	syn_17	278											
993	syn_17	279	15	15	34	0.59246255	473.112.511	0.29340584	335.872.437	3.596			
994	syn_17	280	12	14.8	34	0.34422829	425.226.139	0.06827934	107.608.610	3.427			
995	syn_17	281	16	14.9	35	0.56071625	460.514.160	NA	0.77871442	2.764			
996	syn_17	282	15	15	34	0.21646576	747.205.437	0.37307113	403.130.774	1.998			
997	syn_17	286	13.5	14.2	34	0.50139971	802.320.554	0.32011347	643.173.978	0.605			
998	syn_17	288											
999	syn_17	289	11.7	13	34	0.27584549	1.026.670.677	0.46426078	400.626.666	1.505			
1000	syn_17	290	12.8	13.1	34	0.61959417	925.552.032	0.42029521	342.771.250	1.673			
1001	syn_17	291	10	11.8	35	113.919.458	1.403.286.008	0.67735015	653.670.004	2.665			
1002	syn_17	292	9	11.5	34	NA	928.442.401	0.24797953	193.721.117	2.778			
1003	syn_17	293	13.7	12.2	34	0.31245337	669.121.430	NA	149.546.708	2.946			
1004	syn_17	294	13.5	12	34	0.44648775	786.365.667	NA	157.456.749	3.232			
1005	syn_17	295	9.5	11.3	34	0.34300256	697.263.111	NA	140.486.230	3.022			
1006	syn_20 	256	18.3	16	34	NA	2.1538272	NA	1.26792339	0.717			
1007	syn_20 	257	21.3	16.2	34	0.20511208	5.66787229	NA	8.75177184	0.43			
1008	syn_20 	263	17	16.5	34	NA	2.47836526	NA	NA				
1009	syn_20 	264	16.8	16.3	35	NA	4.55118337	NA	0.80323694				
1010	syn_20 	267	23	15.8	35	0.103145444	3.432459875	0.081593557	0.369492772	2.636			
1011	syn_20 	272	23.4	15.8	NA	0.64088392	314.520.666	0.08225597	0.20502392	0.859			
1012	syn_20 	274	24	13.6	34	NA	929.448.892	0.35865647	479.394.157	0.767			
1013	syn_20 	276	12.8	14.8	35	NA	560.788.915	0.22233358	194.980.151	1.902			
1014	syn_20 	277	13.3	14.2	34	NA	335.568.200	NA	NA	2.096			
1015	syn_20 	279	15	15	34	0.59246255	473.112.511	0.29340584	335.872.437	3.596			
1016	syn_20 	280	12	14.8	34	0.34422829	425.226.139	0.06827934	107.608.610	3.427			
1017	syn_20 	281	16	14.9	35	0.56071625	460.514.160	NA	0.77871442	2.764			
1018	syn_20 	282	15	15	34	0.21646576	747.205.437	0.37307113	403.130.774	1.998			
1019	syn_20 	283	15.7	15	34	0.26956796	568.920.077	NA	0.62883643	2.221			
1020	syn_20 	284											
1021	syn_20 	285	13	14.3	34	101.936.349	1.096.390.997	0.56482964	2.238.246.012	0.855			
1022	syn_20 	286	13.5	14.2	34	0.50139971	802.320.554	0.32011347	643.173.978	0.605			
1023	syn_20 	287	15	14	34	0.72139918	682.555.397	0.32735032	224.926.414	0.872			
1024	syn_20 	288											
1025	syn_20 	289	11.7	13	34	0.27584549	1.026.670.677	0.46426078	400.626.666	1.505			
1026	syn_20 	290	12.8	13.1	34	0.61959417	925.552.032	0.42029521	342.771.250	1.673			
1027	syn_20 	291	10	11.8	35	113.919.458	1.403.286.008	0.67735015	653.670.004	2.665			
1028	syn_20 	292	9	11.5	34	NA	928.442.401	0.24797953	193.721.117	2.778			
1029	syn_20 	293	13.7	12.2	34	0.31245337	669.121.430	NA	149.546.708	2.946			
1030	syn_20 	294	13.5	12	34	0.44648775	786.365.667	NA	157.456.749	3.232			
1031	syn_20 	295	9.5	11.3	34	0.34300256	697.263.111	NA	140.486.230	3.022			
1032	syn_20 	296	8.7	11.2	35	0.34792908	840.643.114	0.31871464	368.415.534	2.655			
1033	syn_21	211	24	17	34	NA	NA	NA	NA	0.83			
1034	syn_21	214	23.5	18.3	NA	0.857251761	2.337330274	0.069182486	0.625133203	0.52			
1035	syn_21	215	26.5	13.5	34	0.45992612	2.53344865	0.09660993	0.57640175	0.609			
1036	syn_21	218	28.5	13.5	34	0.69743456	6.32002733	0.19483969	2.94348612	1.941			
1037	syn_21	219	23.5	11	34	0.75950658	5.57384693	0.20614744	1.79758424	2.479			
1038	syn_21	220	26.5	11	34	0.37917359	4.44770123	0.24337135	1.75748877	2.899			
1039	syn_21	221	26.5	12.8	34	NA	4.10791588	NA	NA	3.13			
1040	syn_21	222	25.5	13.8	NA	0.21565437	3.99431553	0.10142842	0.31993432	2.477			
1041	syn_21	225	21.5	19.8	NA	0.663421426	2.891279198	0.106077048	0.346832485	1.36			
1042	syn_21	228	21.5	17.8	34	0.13728068	4.57914812	NA	1.47610915	0.166			
1043	syn_21	229	30.5	14.5	34	0.13651523	4.99604763	0.16272107	2.41098874	0.533			
1044	syn_21	230	21.5	16.5	34	0.52505727	3.45161568	NA	5.10852963	1.104			
1045	syn_21	231	25.5	18.8	34	0.14743555	2.76116774	NA	NA	1.851			
1046	syn_21	233	20.3	19.3	34	0.65253609	3.88623984	0.07189082	6.67253515	2.456			
1047	syn_21	234	19.5	18.8	34	0.07227133	4.24216682	NA	7.36478308	2.813			
1048	syn_21	235	NA	NA	34	NA	3.02969798	NA	1.24992589	2.996			
1049	syn_21	236	17.8	NA	34	0.27492393	4.21989787	0.05520231	NA	2.847			
1050	syn_21	238	23	17.8	34	0.22274232	7.12065515	0.2551114	3.91188988	1.848			
1051	syn_21	239	21.3	17.8	34	NA	8.44858475	NA	1.24735746	1.601			
1052	syn_21	240	23	18	34	NA	7.18331736	0.07581914	0.88218234	1.54			
1053	syn_21	242	28.3	20	34	NA	8.70254607	0.08373814	2.35319588	0.92			
1054	syn_21	244	27.5	20	NA	0.67201408	8.38006167	NA	1.26698903	0.707			
1055	syn_21	245	31	20.8	34	0.47165878	6.42046635	0.17623048	2.14191335	0.749			
1056	syn_21	246	24.8	16.8	34	0.57099117	8.13923172	0.1207861	0.78493458	1.556			
1057	syn_21	249	24.5	15.3	34	NA	9.81178629	NA	NA	2.988			
1058	syn_21	250	22.3	15.3	NA	0.22017042	7.85634114	0.2110399	2.07571329	3.232			
1059	syn_21	252	22	16	34	NA	3.62048097	NA	NA	3.225			
1060	syn_21	256	18.3	16	34	NA	2.1538272	NA	1.26792339	0.717			
1061	syn_21	258	21.3	16.2	34	0.20511208	5.66787229	NA	8.75177184	0.43			
1062	syn_21	259	19.7	15.4	35	1.41213507	8.60383916	0.21881931	1.64276403	1.021			
1063	syn_21	260	15.8	15	NA	0.645455514	8.220016333	0.188656596	3.358025986	1.842			
1064	syn_21	261	18.4	16.5	34	0.084449949	4.182439674	0.102966376	3.360362375	1.776			
1065	syn_21	266	21.8	16.8	34	0.10839159	5.75379553	0.2120795	2.4233697	2.512			
1066	syn_21	267	23	15.8	35	0.103145444	3.432459875	0.081593557	0.369492772	2.636			
1067	syn_21	268	24.5	15.4	34	NA	388.553.437	0.1362162	1.380.458.067	2.506			
1068	syn_21	269	19.5	15.6	34	NA	368.516.943	NA	0.39649923	1.56			
1069	syn_21	270	16	16.1	34	NA	192.760.767	NA	0.64420558	1.417			
1070	syn_21	271	23.5	16.1	34	NA	308.472.192	0.06192189	0.2512548	1.629			
1071	syn_21	272	23.4	15.8	NA	0.64088392	314.520.666	0.08225597	0.20502392	0.859			
1072	syn_21	275	16.5	15	37	0.45541467	747.316.924	NA	340.940.811	0.687			
1073	syn_21	276	12.8	14.8	35	NA	560.788.915	0.22233358	194.980.151	1.902			
1074	syn_21	277	13.3	14.2	34	NA	335.568.200	NA	NA	2.096			
1075	syn_21	278											
1076	syn_21	279	15	15	34	0.59246255	473.112.511	0.29340584	335.872.437	3.596			
1077	syn_21	280	12	14.8	34	0.34422829	425.226.139	0.06827934	107.608.610	3.427			
1078	syn_21	281	16	14.9	35	0.56071625	460.514.160	NA	0.77871442	2.764			
1079	syn_21	282	15	15	34	0.21646576	747.205.437	0.37307113	403.130.774	1.998			
1080	syn_21	283	15.7	15	34	0.26956796	568.920.077	NA	0.62883643	2.221			
1081	syn_21	284											
1082	syn_21	285	13	14.3	34	101.936.349	1.096.390.997	0.56482964	2.238.246.012	0.855			
1083	syn_21	286	13.5	14.2	34	0.50139971	802.320.554	0.32011347	643.173.978	0.605			
1084	syn_21	287	15	14	34	0.72139918	682.555.397	0.32735032	224.926.414	0.872			
1085	syn_21	288											
1086	syn_21	289	11.7	13	34	0.27584549	1.026.670.677	0.46426078	400.626.666	1.505			
1087	syn_21	290	12.8	13.1	34	0.61959417	925.552.032	0.42029521	342.771.250	1.673			
1088	syn_21	291	10	11.8	35	113.919.458	1.403.286.008	0.67735015	653.670.004	2.665			
1089	syn_21	292	9	11.5	34	NA	928.442.401	0.24797953	193.721.117	2.778			
1090	syn_21	293	13.7	12.2	34	0.31245337	669.121.430	NA	149.546.708	2.946			
1091	syn_21	295	9.5	11.3	34	0.34300256	697.263.111	NA	140.486.230	3.022			
1092	syn_21	296	8.7	11.2	35	0.34792908	840.643.114	0.31871464	368.415.534	2.655			
1093	syn_23	233	20.3	19.3	34	0.65253609	3.88623984	0.07189082	6.67253515	2.456			
1094	syn_23	234	19.5	18.8	34	0.07227133	4.24216682	NA	7.36478308	2.813			
1095	syn_23	236	17.8	NA	34	0.27492393	4.21989787	0.05520231	NA	2.847			
1096	syn_23	237	NA	NA	32	0.47109591	5.21808205	0.28624272	1.72108027	2.833			
1097	syn_23	238	23	17.8	34	0.22274232	7.12065515	0.2551114	3.91188988	1.848			
1098	syn_23	239	21.3	17.8	34	NA	8.44858475	NA	1.24735746	1.601			
1099	syn_23	240	23	18	34	NA	7.18331736	0.07581914	0.88218234	1.54			
1100	syn_23	241	28.9	18.6	34	0.3042622	9.6138788	0.16589333	5.33803892	1.34			
1101	syn_23	242	28.3	20	34	NA	8.70254607	0.08373814	2.35319588	0.92			
1102	syn_23	243	31.8	20	34	0.40162698	8.29204861	0.15707403	1.63700583	0.816			
1103	syn_23	244	27.5	20	NA	0.67201408	8.38006167	NA	1.26698903	0.707			
1104	syn_23	245	31	20.8	34	0.47165878	6.42046635	0.17623048	2.14191335	0.749			
1105	syn_23	246	24.8	16.8	34	0.57099117	8.13923172	0.1207861	0.78493458	1.556			
1106	syn_23	248	22.8	16	34	1.3294906	9.55889026	0.22767358	2.85282762	2.279			
1107	syn_23	249	24.5	15.3	34	NA	9.81178629	NA	NA	2.988			
1108	syn_23	250	22.3	15.3	NA	0.22017042	7.85634114	0.2110399	2.07571329	3.232			
1109	syn_23	256	18.3	16	34	NA	2.1538272	NA	1.26792339	0.717			
1110	syn_23	257	21.3	16.2	34	0.20511208	5.66787229	NA	8.75177184	0.43			
1111	syn_23	258	21.3	16.2	34	0.20511208	5.66787229	NA	8.75177184	0.43			
1112	syn_23	259	19.7	15.4	35	1.41213507	8.60383916	0.21881931	1.64276403	1.021			
1113	syn_23	260	15.8	15	NA	0.645455514	8.220016333	0.188656596	3.358025986	1.842			
1114	syn_23	261	18.4	16.5	34	0.084449949	4.182439674	0.102966376	3.360362375	1.776			
1115	syn_23	262	19.3	16	34	0.516553675	5.138416332	0.116435804	0.92503873	2.504			
1116	syn_23	263	17	16.5	34	NA	2.47836526	NA	NA	2.902			
1117	syn_23	264	16.8	16.3	35	NA	4.55118337	NA	0.80323694	2.907			
1118	syn_23	265	24.5	16.1	34	0.12065417	5.68874843	NA	0.9802817	2.61			
1119	syn_23	266	21.8	16.8	34	0.10839159	5.75379553	0.2120795	2.4233697	2.512			
1120	syn_23	267	23	15.8	35	0.103145444	3.432459875	0.081593557	0.369492772	2.636			
1121	syn_23	270	16	16.1	34	NA	192.760.767	NA	0.64420558	1.417			
1122	syn_23	272	23.4	15.8	NA	0.64088392	314.520.666	0.08225597	0.20502392	0.859			
1123	syn_23	275	16.5	15	37	0.45541467	747.316.924	NA	340.940.811	0.687			
1124	syn_23	276	12.8	14.8	35	NA	560.788.915	0.22233358	194.980.151	1.902			
1125	syn_23	277	13.3	14.2	34	NA	335.568.200	NA	NA	2.096			
1126	syn_23	280	12	14.8	34	0.34422829	425.226.139	0.06827934	107.608.610	3.427			
1127	syn_23	281	16	14.9	35	0.56071625	460.514.160	NA	0.77871442	2.764			
1128	syn_23	282	15	15	34	0.21646576	747.205.437	0.37307113	403.130.774	1.998			
1129	syn_23	284											
1130	syn_23	285	13	14.3	34	101.936.349	1.096.390.997	0.56482964	2.238.246.012	0.855			
1131	syn_23	286	13.5	14.2	34	0.50139971	802.320.554	0.32011347	643.173.978	0.605			
1132	syn_23	287	15	14	34	0.72139918	682.555.397	0.32735032	224.926.414	0.872			
1133	syn_23	288											
1134	syn_23	289	11.7	13	34	0.27584549	1.026.670.677	0.46426078	400.626.666	1.505			
1135	syn_23	290	12.8	13.1	34	0.61959417	925.552.032	0.42029521	342.771.250	1.673			
1136	syn_23	291	10	11.8	35	113.919.458	1.403.286.008	0.67735015	653.670.004	2.665			
1137	syn_23	292	9	11.5	34	NA	928.442.401	0.24797953	193.721.117	2.778			
1138	syn_23	293	13.7	12.2	34	0.31245337	669.121.430	NA	149.546.708	2.946			
1139	syn_23	294	13.5	12	34	0.44648775	786.365.667	NA	157.456.749	3.232			
1140	syn_23	295	9.5	11.3	34	0.34300256	697.263.111	NA	140.486.230	3.022			
1141	syn_23	296	8.7	11.2	35	0.34792908	840.643.114	0.31871464	368.415.534	2.655			
1142	syn_25	206	NA	NA	NA	NA	NA	NA	NA	2.605			
1143	syn_25	263	17	16.5	34	NA	2.47836526	NA	NA	2.902			
1144	syn_25	264	16.8	16.3	35	NA	4.55118337	NA	0.80323694	2.907			
1145	syn_25	265	24.5	16.1	34	0.12065417	5.68874843	NA	0.9802817	2.61			
1146	syn_25	266	21.8	16.8	34	0.10839159	5.75379553	0.2120795	2.4233697	2.512			
1147	syn_25	267	23	15.8	35	0.103145444	3.432459875	0.081593557	0.369492772	2.636			
1148	syn_25	268	24.5	15.4	34	NA	388.553.437	0.1362162	1.380.458.067	2.506			
1149	syn_25	269	19.5	15.6	34	NA	368.516.943	NA	0.39649923	1.56			
1150	syn_25	270	16	16.1	34	NA	192.760.767	NA	0.64420558	1.417			
1151	syn_25	271	23.5	16.1	34	NA	308.472.192	0.06192189	0.2512548	1.629			
1152	syn_25	272	23.4	15.8	NA	0.64088392	314.520.666	0.08225597	0.20502392	0.859			
1153	syn_25	273	20.5	16.6	34	NA	491.676.702	NA	398.961.658	0.7			
1154	syn_25	274	24	13.6	34	NA	929.448.892	0.35865647	479.394.157	0.767			
1155	syn_25	275	16.5	15	37	0.45541467	747.316.924	NA	340.940.811	0.687			
1156	syn_25	276	12.8	14.8	35	NA	560.788.915	0.22233358	194.980.151	1.902			
1157	syn_25	277	13.3	14.2	34	NA	335.568.200	NA	NA	2.096			
1158	syn_25	279	15	15	34	0.59246255	473.112.511	0.29340584	335.872.437	3.596			
1159	syn_25	282	15	15	34	0.21646576	747.205.437	0.37307113	403.130.774	1.998			
1160	syn_25	283	15.7	15	34	0.26956796	568.920.077	NA	0.62883643	2.221			
1161	syn_25	284											
1162	syn_25	286	13.5	14.2	34	0.50139971	802.320.554	0.32011347	643.173.978	0.605			
1163	syn_25	288											
1164	syn_25	289	11.7	13	34	0.27584549	1.026.670.677	0.46426078	400.626.666	1.505			
1165	syn_25	291	10	11.8	35	113.919.458	1.403.286.008	0.67735015	653.670.004	2.665			
1166	syn_25	292	9	11.5	34	NA	928.442.401	0.24797953	193.721.117	2.778			
1167	syn_25	293	13.7	12.2	34	0.31245337	669.121.430	NA	149.546.708	2.946			
1168	syn_25	295	 	11.3	34	0.34300256	697.263.111	NA	140.486.230	3.022			
1169	syn_25	296	8.7	11.2	35	0.34792908	840.643.114	0.31871464	368.415.534	2.655			
